id,student_id,course_id,grade,semester,year
,63011105,GED305,D,Spring,2011
,63011105,GED336,B,Spring,2011
,63012002,MSJ302,C+,Spring,2011
,63012002,MSJ411,B-,Spring,2011
,63012002,MSJ430,B-,Spring,2011
,63012013,MSJ231,B-,Spring,2011
,63012013,MSJ302,A-,Spring,2011
,63012013,MSJ318,B,Spring,2011
,63012013,MSJ430,B-,Spring,2011
,63012017,BUS102,B+,Spring,2011
,63012017,GED338,B-,Spring,2011
,63012017,MSJ302,B,Spring,2011
,63012017,MSJ430,B,Spring,2011
,63013003,BUS101,C,Spring,2011
,63013003,ENG104,B-,Spring,2011
,63013003,ENG112,F,Spring,2011
,63013003,ENG404,B+,Spring,2011
,63013004,BUS301,B-,Spring,2011
,63013004,ENG309,W,Spring,2011
,63013004,ENG341,B-,Spring,2011
,63013004,ENG342,F,Spring,2011
,63013005,ENG305,B,Spring,2011
,63013005,ENG379,C+,Spring,2011
,63013005,ENG499,A-,Spring,2011
,63014004,CSE410,B-,Spring,2011
,63014004,CSE447,F,Spring,2011
,63014004,MAT101,F,Spring,2011
,63014004,MAT102,F,Spring,2011
,63015006,BUS101,B-,Spring,2011
,63015006,CSE307,B+,Spring,2011
,63015006,CSE308,B,Spring,2011
,63015006,CSE309,F,Spring,2011
,63015006,CSE310,C,Spring,2011
,63015006,MSJ306,F,Spring,2011
,63015011,CSE303,A-,Spring,2011
,63015011,CSE412,B,Spring,2011
,63015011,CSE413,A-,Spring,2011
,63015011,CSE429,A-,Spring,2011
,63015011,ETE203,A-,Spring,2011
,63015011,ETE317,B,Spring,2011
,63015011,ETE318,B,Spring,2011
,63015011,ETE454,C+,Spring,2011
,63015013,CSE203,C,Spring,2011
,63015013,CSE403,A-,Spring,2011
,63015013,CSE480,A-,Spring,2011
,63015013,ETE205,C,Spring,2011
,63015013,ETE210,C+,Spring,2011
,63015013,ETE310,F,Spring,2011
,63015019,CSE416,C,Spring,2011
,63015019,CSE480,B,Spring,2011
,63015019,ETE202,B+,Spring,2011
,63015019,ETE203,B+,Spring,2011
,63015019,GED305,B-,Spring,2011
,71011002,BUS499,I,Spring,2011
,71011004,BUS307,A,Spring,2011
,71011004,BUS308,A-,Spring,2011
,71011004,BUS314,A,Spring,2011
,71011004,BUS451,A-,Spring,2011
,71011004,GED338,A,Spring,2011
,71011013,BUS499,C,Spring,2011
,71011016,BUS103,C+,Spring,2011
,71011016,GED227,B,Spring,2011
,71011016,GED305,A-,Spring,2011
,71011017,BUS499,B,Spring,2011
,71011018,BUS499,B,Spring,2011
,71011020,BUS208,D,Spring,2011
,71011020,BUS499,B-,Spring,2011
,71011023,BUS499,B,Spring,2011
,71011027,BUS208,C,Spring,2011
,71011027,BUS499,B-,Spring,2011
,71011029,BUS208,A-,Spring,2011
,71011029,BUS307,A-,Spring,2011
,71011032,BUS308,B,Spring,2011
,71011032,BUS471,B+,Spring,2011
,71011032,GED211,C+,Spring,2011
,71011032,GED305,C,Spring,2011
,71011035,BUS499,A-,Spring,2011
,71011036,BUS316,B+,Spring,2011
,71011044,BUS105,F,Spring,2011
,71011044,BUS201,C,Spring,2011
,71011044,GED101,F,Spring,2011
,71011048,BUS402,W,Spring,2011
,71011048,CSE103,A-,Spring,2011
,71011048,CSE104,A-,Spring,2011
,71011050,BUS304,A-,Spring,2011
,71011050,BUS305,A,Spring,2011
,71011050,BUS451,B+,Spring,2011
,71011050,GED228,B+,Spring,2011
,71011051,BUS102,A-,Spring,2011
,71011051,CSE101,A,Spring,2011
,71011051,GED208,B+,Spring,2011
,71011051,GED305,A,Spring,2011
,71011054,BUS499,B-,Spring,2011
,71011055,BUS499,C+,Spring,2011
,71011064,BUS499,A,Spring,2011
,71011065,BUS201,F,Spring,2011
,71011065,BUS202,F,Spring,2011
,71011065,BUS203,F,Spring,2011
,71011065,ENG103,F,Spring,2011
,71011065,GED101,F,Spring,2011
,71011071,BUS499,B,Spring,2011
,71011075,BUS499,W,Spring,2011
,71011079,BUS499,A,Spring,2011
,71011081,BUS499,B+,Spring,2011
,71011091,BUS308,B+,Spring,2011
,71011091,BUS422,B,Spring,2011
,71011091,CSE103,C+,Spring,2011
,71011091,CSE104,C+,Spring,2011
,71011091,CSE303,D,Spring,2011
,71011098,BUS205,B+,Spring,2011
,71011098,BUS499,B+,Spring,2011
,71011102,BUS302,F,Spring,2011
,71011102,BUS304,F,Spring,2011
,71011102,BUS306,F,Spring,2011
,71011102,BUS307,F,Spring,2011
,71011103,BUS499,B+,Spring,2011
,71011103,CSE416,B+,Spring,2011
,71011104,BUS499,B,Spring,2011
,71011106,BUS307,B,Spring,2011
,71011106,BUS314,B-,Spring,2011
,71011106,BUS403,B+,Spring,2011
,71011106,ENG209,D,Spring,2011
,71011109,BUS306,B,Spring,2011
,71011109,BUS307,F,Spring,2011
,71011109,BUS311,C+,Spring,2011
,71011109,GED228,B-,Spring,2011
,71011110,BUS422,A,Spring,2011
,71011110,BUS499,B+,Spring,2011
,71011110,GED228,B,Spring,2011
,71011116,BUS499,B-,Spring,2011
,71011117,BUS499,B+,Spring,2011
,71011122,BUS499,I,Spring,2011
,71011126,BUS204,C,Spring,2011
,71011126,GED206,B+,Spring,2011
,71011126,GED305,C+,Spring,2011
,71011128,BUS208,C,Spring,2011
,71011128,BUS305,D,Spring,2011
,71011128,BUS306,F,Spring,2011
,71011128,BUS308,B-,Spring,2011
,71011128,BUS451,F,Spring,2011
,71011129,BUS306,B+,Spring,2011
,71011129,BUS307,B+,Spring,2011
,71011129,BUS316,A-,Spring,2011
,71011129,BUS475,B,Spring,2011
,71011129,ENG303,B-,Spring,2011
,71011136,BUS499,A-,Spring,2011
,71011136,GED228,B+,Spring,2011
,71011136,MSJ320,C+,Spring,2011
,71011137,BUS307,B-,Spring,2011
,71011137,BUS443,B,Spring,2011
,71011137,MSJ411,B+,Spring,2011
,71011140,BUS499,B-,Spring,2011
,71011141,BUS499,B+,Spring,2011
,71011141,GED227,D,Spring,2011
,71012002,MSJ498,A,Spring,2011
,71012002,MSJ499,A,Spring,2011
,71012006,MSJ305,C+,Spring,2011
,71012006,MSJ498,B-,Spring,2011
,71012006,MSJ499,B-,Spring,2011
,71012008,MSJ498,A-,Spring,2011
,71012008,MSJ499,A-,Spring,2011
,71012012,MSJ342,B+,Spring,2011
,71012012,MSJ401,B+,Spring,2011
,71012012,MSJ498,A,Spring,2011
,71012012,MSJ499,A,Spring,2011
,71012015,MSJ213,D,Spring,2011
,71012015,MSJ302,C+,Spring,2011
,71012015,MSJ306,C+,Spring,2011
,71012015,MSJ430,B,Spring,2011
,71012020,MSJ212,B,Spring,2011
,71012020,MSJ306,C+,Spring,2011
,71012020,MSJ342,A+,Spring,2011
,71012020,MSJ401,A+,Spring,2011
,71012021,MSJ498,A,Spring,2011
,71012021,MSJ499,A,Spring,2011
,71013011,BUS202,A,Spring,2011
,71013011,ENG334,A-,Spring,2011
,71013011,ENG499,B+,Spring,2011
,71013011,GED305,A,Spring,2011
,71013011,GED338,A-,Spring,2011
,71013015,ENG308,B,Spring,2011
,71013015,ENG341,B+,Spring,2011
,71013015,ENG342,A-,Spring,2011
,71013015,GED205,A-,Spring,2011
,71013018,ENG308,B-,Spring,2011
,71013018,ENG341,B-,Spring,2011
,71013018,ENG342,B-,Spring,2011
,71013018,GED208,C+,Spring,2011
,71013023,BUS202,A,Spring,2011
,71013023,ENG341,B,Spring,2011
,71013023,ENG342,B,Spring,2011
,71013023,GED305,B+,Spring,2011
,71015001,ETE499,A,Spring,2011
,71015003,CSE303,C+,Spring,2011
,71015003,CSE412,B,Spring,2011
,71015003,CSE413,B+,Spring,2011
,71015003,CSE416,C,Spring,2011
,71015003,CSE480,B+,Spring,2011
,71015004,CSE307,F,Spring,2011
,71015004,CSE308,F,Spring,2011
,71015004,CSE410,B-,Spring,2011
,71015004,MAT102,C,Spring,2011
,71015004,STA206,B-,Spring,2011
,71015005,ETE499,A+,Spring,2011
,71015009,ETE499,A,Spring,2011
,71015010,CSE429,B+,Spring,2011
,71015010,ENG114,D,Spring,2011
,71015010,ENG212,C+,Spring,2011
,71015010,ETE311,C+,Spring,2011
,71015011,CSE412,B-,Spring,2011
,71015011,CSE413,B-,Spring,2011
,71015011,CSE429,B-,Spring,2011
,71015011,CSE447,B-,Spring,2011
,71015011,GED208,F,Spring,2011
,71015013,ETE311,C+,Spring,2011
,71015013,ETE415,A,Spring,2011
,71015013,ETE463,F,Spring,2011
,71015015,ETE311,C+,Spring,2011
,71015015,ETE499,A,Spring,2011
,71015016,ETE308,B,Spring,2011
,71015016,ETE499,A-,Spring,2011
,71015016,GED222,B+,Spring,2011
,71015020,CSE203,C+,Spring,2011
,71015020,CSE416,B-,Spring,2011
,71015020,CSE429,B-,Spring,2011
,71015020,MAT201,B+,Spring,2011
,71015021,ETE308,D,Spring,2011
,71015021,ETE499,B+,Spring,2011
,71015027,ETE499,B+,Spring,2011
,71015028,ETE308,F,Spring,2011
,71015028,ETE499,B+,Spring,2011
,71015028,GED227,B,Spring,2011
,71015028,GED305,B-,Spring,2011
,71015030,ETE208,A,Spring,2011
,71015030,ETE307,B,Spring,2011
,71015030,ETE308,B-,Spring,2011
,71015030,ETE415,B,Spring,2011
,71015030,GED227,B,Spring,2011
,72011003,BUS499,B-,Spring,2011
,72011006,BUS499,B+,Spring,2011
,72011007,BUS208,C+,Spring,2011
,72011007,BUS307,A,Spring,2011
,72011007,BUS443,B+,Spring,2011
,72011007,MSJ318,B-,Spring,2011
,72011007,MSJ411,B,Spring,2011
,72011008,BUS307,A-,Spring,2011
,72011008,GED205,A-,Spring,2011
,72011008,GED302,B+,Spring,2011
,72011008,GED305,B+,Spring,2011
,72011008,MSJ411,B+,Spring,2011
,72011009,BUS499,B+,Spring,2011
,72011011,BUS499,B-,Spring,2011
,72011012,BUS499,B+,Spring,2011
,72011013,BUS302,C,Spring,2011
,72011013,BUS304,C,Spring,2011
,72011013,BUS305,D,Spring,2011
,72011013,BUS451,C+,Spring,2011
,72011014,BUS499,A,Spring,2011
,72011015,BUS499,B,Spring,2011
,72011016,BUS499,B+,Spring,2011
,72011019,BUS204,I,Spring,2011
,72011019,BUS206,A-,Spring,2011
,72011019,BUS304,B+,Spring,2011
,72011019,GED201,A-,Spring,2011
,72011020,BUS499,A-,Spring,2011
,72011021,BUS307,B,Spring,2011
,72011021,BUS425,A,Spring,2011
,72011021,CSE410,B,Spring,2011
,72011021,GED228,B-,Spring,2011
,72011023,BUS499,B+,Spring,2011
,72011026,BUS499,B-,Spring,2011
,72011026,ENG103,B-,Spring,2011
,72011026,GED211,C+,Spring,2011
,72011027,BUS499,B-,Spring,2011
,72011028,BUS105,B-,Spring,2011
,72011028,GED205,B+,Spring,2011
,72011028,GED338,B,Spring,2011
,72011030,BUS499,C,Spring,2011
,72011030,ENG103,B-,Spring,2011
,72011030,GED211,B-,Spring,2011
,72011031,BUS307,A-,Spring,2011
,72011031,BUS308,B+,Spring,2011
,72011031,BUS314,B+,Spring,2011
,72011031,BUS425,A,Spring,2011
,72011035,BUS208,C+,Spring,2011
,72011035,BUS307,A-,Spring,2011
,72011035,GED227,A-,Spring,2011
,72011035,GED228,A-,Spring,2011
,72011036,BUS208,A,Spring,2011
,72011036,BUS304,B,Spring,2011
,72011036,BUS305,A-,Spring,2011
,72011036,BUS307,B+,Spring,2011
,72011036,BUS451,C+,Spring,2011
,72011037,BUS304,C+,Spring,2011
,72011037,BUS307,B,Spring,2011
,72011037,BUS451,B-,Spring,2011
,72011037,GED305,C,Spring,2011
,72011040,BUS443,A,Spring,2011
,72011040,BUS471,A-,Spring,2011
,72011040,BUS475,B+,Spring,2011
,72011040,MSJ430,A-,Spring,2011
,72011042,BUS471,A,Spring,2011
,72011042,BUS499,A,Spring,2011
,72011042,HRM502, ,Spring,2011
,72011043,BUS499,A,Spring,2011
,72011044,BUS499,B-,Spring,2011
,72011045,BUS499,B-,Spring,2011
,72011047,BUS201,C,Spring,2011
,72011047,BUS202,B-,Spring,2011
,72011047,BUS203,F,Spring,2011
,72011047,GED201,C+,Spring,2011
,72011048,BUS499,A-,Spring,2011
,72011049,BUS304,C,Spring,2011
,72011049,BUS306,B,Spring,2011
,72011049,BUS316,B+,Spring,2011
,72011049,BUS471,B,Spring,2011
,72011050,BUS499,B,Spring,2011
,72011051,BUS101,A,Spring,2011
,72011051,BUS105,C,Spring,2011
,72011051,BUS307,B+,Spring,2011
,72011051,MSJ411,B,Spring,2011
,72011054,BUS499,A-,Spring,2011
,72011055,BUS499,B,Spring,2011
,72011056,BUS499,B-,Spring,2011
,72011058,BUS208,C+,Spring,2011
,72011058,BUS311,B-,Spring,2011
,72011058,BUS402,C+,Spring,2011
,72011058,GED211,B,Spring,2011
,72011060,GED205,B-,Spring,2011
,72011060,GED305,B-,Spring,2011
,72011060,MSJ320,C,Spring,2011
,72011062,BUS499,B,Spring,2011
,72011063,BUS499,B,Spring,2011
,72011063,GED305,C,Spring,2011
,72011064,BUS499,B-,Spring,2011
,72011065,BUS499,A,Spring,2011
,72011069,BUS103,C+,Spring,2011
,72011069,BUS307,B-,Spring,2011
,72011069,BUS443,B,Spring,2011
,72011069,MSJ411,C+,Spring,2011
,72011070,BUS451,D,Spring,2011
,72011070,GED227,D,Spring,2011
,72011070,GED338,C,Spring,2011
,72011072,BUS422,C+,Spring,2011
,72011072,GED302,B-,Spring,2011
,72011072,GED305,C+,Spring,2011
,72011072,MSJ411,B+,Spring,2011
,72011073,BUS209,B,Spring,2011
,72011073,BUS307,A-,Spring,2011
,72011073,BUS499,B-,Spring,2011
,72011074,BUS499,B+,Spring,2011
,72011075,BUS499,A-,Spring,2011
,72011083,BUS307,B+,Spring,2011
,72011083,MSJ318,B,Spring,2011
,72011083,MSJ411,A,Spring,2011
,72011083,MSJ431,A-,Spring,2011
,72011084,BUS443,D,Spring,2011
,72011084,BUS499,A-,Spring,2011
,72011084,MSJ305,D,Spring,2011
,72011085,BUS499,C,Spring,2011
,72011085,GED228,C,Spring,2011
,72011090,BUS499,B-,Spring,2011
,72011093,BUS307,B+,Spring,2011
,72011093,GED208,B+,Spring,2011
,72011093,MSJ411,A-,Spring,2011
,72011096,BUS499,B-,Spring,2011
,72011097,BUS305,B+,Spring,2011
,72011097,BUS307,B+,Spring,2011
,72011097,BUS471,B,Spring,2011
,72011097,GED206,B,Spring,2011
,72011097,GED211,A-,Spring,2011
,72011099,BUS499,B,Spring,2011
,72011100,BUS471,B+,Spring,2011
,72011100,BUS475,C+,Spring,2011
,72011100,GED211,A-,Spring,2011
,72011100,GED305,C,Spring,2011
,72011102,BUS499,A-,Spring,2011
,72011103,BUS308,C+,Spring,2011
,72011103,BUS402,C+,Spring,2011
,72011103,GED201,C,Spring,2011
,72011103,MSJ301,B-,Spring,2011
,72011106,BUS307,B+,Spring,2011
,72011106,BUS499,B,Spring,2011
,72011106,MSJ411,C+,Spring,2011
,72011108,BUS499,A-,Spring,2011
,72011108,CSE427,B+,Spring,2011
,72011108,GED305,B+,Spring,2011
,72011115,BUS101,B,Spring,2011
,72011115,BUS307,B+,Spring,2011
,72011115,BUS402,C+,Spring,2011
,72011115,GED228,B-,Spring,2011
,72011115,GED338,B,Spring,2011
,72011117,BUS307,B,Spring,2011
,72011117,GED208,D,Spring,2011
,72011117,GED302,D,Spring,2011
,72011117,GED338,B-,Spring,2011
,72011118,BUS306,B,Spring,2011
,72011118,BUS307,B,Spring,2011
,72011118,BUS402,C+,Spring,2011
,72011118,GED228,C,Spring,2011
,72011118,MSJ411,B,Spring,2011
,72011120,BUS499,B,Spring,2011
,72011121,BUS499,B-,Spring,2011
,72011123,BUS306,B,Spring,2011
,72011123,BUS307,B-,Spring,2011
,72011123,BUS316,I,Spring,2011
,72011123,BUS471,B,Spring,2011
,72011123,GED228,C,Spring,2011
,72011124,BUS499,B+,Spring,2011
,72011125,BUS499,B,Spring,2011
,72011129,BUS102,B+,Spring,2011
,72011129,BUS104,D,Spring,2011
,72011129,BUS105,B+,Spring,2011
,72011129,BUS203,F,Spring,2011
,72011129,GED338,B-,Spring,2011
,72011130,BUS499,A-,Spring,2011
,72011130,MSJ318,B+,Spring,2011
,72011130,MSJ411,I,Spring,2011
,72011131,BUS499,A,Spring,2011
,72011133,BUS103,C+,Spring,2011
,72011133,BUS104,D,Spring,2011
,72011133,BUS105,C+,Spring,2011
,72011133,BUS302,D,Spring,2011
,72011134,BUS102,A-,Spring,2011
,72011134,BUS105,A-,Spring,2011
,72011134,ENG102,B,Spring,2011
,72011135,BUS451,C,Spring,2011
,72011135,GED208,C+,Spring,2011
,72011135,GED302,C+,Spring,2011
,72011135,GED336,B,Spring,2011
,72011135,GED338,B,Spring,2011
,72011139,CSE427,B-,Spring,2011
,72011139,GED302,B-,Spring,2011
,72011139,GED305,C,Spring,2011
,72012001,BUS102,B+,Spring,2011
,72012001,MSJ305,F,Spring,2011
,72012001,MSJ306,B,Spring,2011
,72012001,MSJ430,A,Spring,2011
,72012002,MSJ318,A-,Spring,2011
,72012002,MSJ498,A-,Spring,2011
,72012002,MSJ499,A-,Spring,2011
,72012003,BUS101,B,Spring,2011
,72012003,BUS205,B,Spring,2011
,72012003,BUS301,B,Spring,2011
,72012003,MSJ406,F,Spring,2011
,72012004,MSJ498,A+,Spring,2011
,72012004,MSJ499,A+,Spring,2011
,72012005,MSJ212,F,Spring,2011
,72012005,MSJ302,F,Spring,2011
,72012005,MSJ406,F,Spring,2011
,72012005,MSJ431,F,Spring,2011
,72012008,BUS209,B,Spring,2011
,72012008,BUS301,B,Spring,2011
,72012009,MSJ498,A,Spring,2011
,72012009,MSJ499,A,Spring,2011
,72012013,GED100,B+,Spring,2011
,72012013,MSJ231,B+,Spring,2011
,72012013,MSJ307,B,Spring,2011
,72012013,MSJ430,B-,Spring,2011
,72012014,ENG212,I,Spring,2011
,72012014,MSJ301,B+,Spring,2011
,72012014,MSJ302,B+,Spring,2011
,72012014,MSJ430,A-,Spring,2011
,72012015,MSJ498,A+,Spring,2011
,72012015,MSJ499,A+,Spring,2011
,72012016,GED222,C+,Spring,2011
,72012016,MSJ212,B-,Spring,2011
,72012016,MSJ302,B+,Spring,2011
,72012016,MSJ307,C+,Spring,2011
,72012017,MSJ212,F,Spring,2011
,72012017,MSJ301,B,Spring,2011
,72012017,MSJ430,B,Spring,2011
,72012017,MSJ431,F,Spring,2011
,72012018,MSJ305,B,Spring,2011
,72012018,MSJ498,A+,Spring,2011
,72012018,MSJ499,A+,Spring,2011
,72012022,ENG101,B+,Spring,2011
,72012022,GED302,B+,Spring,2011
,72012022,MSJ306,B,Spring,2011
,72012023,ENG303,B+,Spring,2011
,72012023,MSJ222,B-,Spring,2011
,72012023,MSJ305,B-,Spring,2011
,72012023,MSJ342,B-,Spring,2011
,72012023,MSJ401,B-,Spring,2011
,72012024,GED208,C+,Spring,2011
,72012024,MSJ305,B+,Spring,2011
,72012024,MSJ342,B+,Spring,2011
,72012024,MSJ401,B+,Spring,2011
,72012024,MSJ411,A-,Spring,2011
,72013004,ENG309,C+,Spring,2011
,72013004,ENG499,C+,Spring,2011
,72013004,MSJ231,C+,Spring,2011
,72013004,MSJ430,C+,Spring,2011
,72013005,ENG206,C,Spring,2011
,72013005,ENG303,B,Spring,2011
,72013005,ENG341,C+,Spring,2011
,72013005,ENG342,C+,Spring,2011
,72013007,BUS102,A,Spring,2011
,72013007,BUS301,A-,Spring,2011
,72013007,ENG111,A,Spring,2011
,72013007,GED221,A-,Spring,2011
,72013008,ENG205,A+,Spring,2011
,72013008,ENG302,A,Spring,2011
,72013008,ENG499,A,Spring,2011
,72013009,BUS205,A,Spring,2011
,72013009,BUS301,B,Spring,2011
,72013009,ENG341,B+,Spring,2011
,72013009,ENG342,B+,Spring,2011
,72013009,GED221,A-,Spring,2011
,72013010,ENG206,F,Spring,2011
,72013010,ENG208,C+,Spring,2011
,72013010,ENG379,I,Spring,2011
,72013012,BUS102,W,Spring,2011
,72013012,BUS301,W,Spring,2011
,72013012,ENG334,W,Spring,2011
,72013012,GED221,B,Spring,2011
,72013016,ENG111,B+,Spring,2011
,72013016,ENG308,B,Spring,2011
,72013016,ENG309,C+,Spring,2011
,72013016,MSJ231,B-,Spring,2011
,72013021,ENG308,C+,Spring,2011
,72013021,ENG499,B,Spring,2011
,72013021,MSJ231,B,Spring,2011
,72013021,MSJ430,A+,Spring,2011
,72013022,CSE429,C+,Spring,2011
,72013022,CSE480,A+,Spring,2011
,72015004,CSE303,D,Spring,2011
,72015004,CSE416,F,Spring,2011
,72015004,CSE427,F,Spring,2011
,72015004,CSE429,A-,Spring,2011
,72015004,ETE313,B,Spring,2011
,72015010,CSE412,F,Spring,2011
,72015010,CSE413,F,Spring,2011
,72015010,CSE416,F,Spring,2011
,72015011,CSE410,B+,Spring,2011
,72015011,CSE429,B,Spring,2011
,72015011,ETE313,C,Spring,2011
,72015011,ETE454,C,Spring,2011
,72015011,GED201,F,Spring,2011
,72015013,CSE416,A-,Spring,2011
,72015013,ETE499,A,Spring,2011
,72015016,CSE303,D,Spring,2011
,72015016,CSE412,B-,Spring,2011
,72015016,CSE413,B-,Spring,2011
,72015016,ETE313,C+,Spring,2011
,72015016,ETE317,C+,Spring,2011
,72015016,ETE318,B+,Spring,2011
,72015016,ETE454,D,Spring,2011
,72015017,CSE410,A,Spring,2011
,72015017,ETE499,A,Spring,2011
,72015018,ETE499,A,Spring,2011
,72015021,ETE499,A,Spring,2011
,72015022,ETE499,A,Spring,2011
,72015026,CSE412,B-,Spring,2011
,72015026,CSE413,B-,Spring,2011
,72015026,CSE429,A-,Spring,2011
,72015026,ETE203,A-,Spring,2011
,72015026,ETE317,C,Spring,2011
,72015026,ETE318,C+,Spring,2011
,72015026,ETE454,D,Spring,2011
,72015027,CSE427,C+,Spring,2011
,72015027,ETE308,B-,Spring,2011
,72015027,ETE499,B+,Spring,2011
,72015028,ETE499,A,Spring,2011
,72015033,ETE499,A,Spring,2011
,73011002,BUS307,B,Spring,2011
,73011002,BUS443,B+,Spring,2011
,73011002,BUS475,A-,Spring,2011
,73011002,CSE412,C+,Spring,2011
,73011002,CSE413,C+,Spring,2011
,73011002,ENG114,F,Spring,2011
,73011003,BUS306,C,Spring,2011
,73011003,BUS307,B,Spring,2011
,73011003,BUS451,B,Spring,2011
,73011003,GED338,B-,Spring,2011
,73011004,BUS402,A-,Spring,2011
,73011004,BUS425,A-,Spring,2011
,73011004,BUS499,B+,Spring,2011
,73011004,CSE427,A,Spring,2011
,73011005,BUS402,A-,Spring,2011
,73011005,BUS425,A-,Spring,2011
,73011005,BUS499,B+,Spring,2011
,73011005,CSE427,B+,Spring,2011
,73011005,ENG103,F,Spring,2011
,73011006,BUS208,C+,Spring,2011
,73011006,BUS451,B,Spring,2011
,73011006,MSJ301,B+,Spring,2011
,73011006,MSJ430,A-,Spring,2011
,73011011,BUS306,B+,Spring,2011
,73011011,BUS307,B,Spring,2011
,73011011,BUS451,B,Spring,2011
,73011011,ENG114,W,Spring,2011
,73011013,BUS307,B,Spring,2011
,73011013,BUS443,A-,Spring,2011
,73011013,BUS475,A-,Spring,2011
,73011013,ENG114,C+,Spring,2011
,73011013,MSJ342,B-,Spring,2011
,73011013,MSJ401,B-,Spring,2011
,73011019,BUS307,W,Spring,2011
,73011019,BUS443,W,Spring,2011
,73011019,BUS475,W,Spring,2011
,73011019,ENG114,W,Spring,2011
,73011022,BUS302,C+,Spring,2011
,73011022,BUS304,B,Spring,2011
,73011022,BUS314,D,Spring,2011
,73011022,GED221,B-,Spring,2011
,73011025,BUS402,C+,Spring,2011
,73011025,BUS422,C+,Spring,2011
,73011025,GED228,C,Spring,2011
,73011025,MSJ301,B,Spring,2011
,73011026,BUS443,B,Spring,2011
,73011026,BUS475,B+,Spring,2011
,73011026,GED221,B,Spring,2011
,73011026,GED302,C,Spring,2011
,73011028,BUS307,B+,Spring,2011
,73011028,BUS402,B+,Spring,2011
,73011028,BUS425,A-,Spring,2011
,73011028,CSE427,B-,Spring,2011
,73011029,BUS201,B-,Spring,2011
,73011029,BUS202,B+,Spring,2011
,73011029,BUS308,C,Spring,2011
,73011029,BUS443,B,Spring,2011
,73011029,BUS475,B+,Spring,2011
,73011031,BUS307,A-,Spring,2011
,73011031,MSJ318,B+,Spring,2011
,73011031,MSJ342,B,Spring,2011
,73011031,MSJ401,B,Spring,2011
,73011032,BUS304,C+,Spring,2011
,73011032,BUS305,D,Spring,2011
,73011032,BUS306,B-,Spring,2011
,73011032,BUS316,B+,Spring,2011
,73011037,BUS307,B+,Spring,2011
,73011038,BUS308,A-,Spring,2011
,73011038,BUS402,B-,Spring,2011
,73011038,BUS422,C,Spring,2011
,73011038,MSJ301,B-,Spring,2011
,73011040,BUS306,B+,Spring,2011
,73011040,BUS451,B,Spring,2011
,73011040,ENG103,B+,Spring,2011
,73011040,GED208,C+,Spring,2011
,73011041,BUS307,A,Spring,2011
,73011041,BUS402,B,Spring,2011
,73011041,BUS425,A,Spring,2011
,73011041,CSE416,B+,Spring,2011
,73011043,BUS103,A-,Spring,2011
,73011043,BUS402,A-,Spring,2011
,73011043,BUS425,A,Spring,2011
,73011043,MSJ302,A+,Spring,2011
,73011043,MSJ318,B,Spring,2011
,73011044,BUS307,A-,Spring,2011
,73011044,BUS443,A-,Spring,2011
,73011044,BUS475,A-,Spring,2011
,73011044,ENG302,B-,Spring,2011
,73011047,BUS499,B,Spring,2011
,73011050,BUS307,C+,Spring,2011
,73011050,BUS311,D,Spring,2011
,73011050,BUS402,C+,Spring,2011
,73011050,BUS425,B+,Spring,2011
,73011051,BUS402,B+,Spring,2011
